https://tdstroitel.ru,11.12.2022,TD0Г-572392,"Радиатор биметаллический BIMETAL 350/80мм 10 секций (1000 Вт), Konner",11969.91,2,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-bimetal-350-80mm-10-sekciy-1000-vt-konner/,радиатор,биметаллический,1000
https://tdstroitel.ru,11.12.2022,TDОГ-00584802,"Радиатор биметаллический BASE L Version 2.0 500/80мм 12 секций (1764 Вт), Valfex",7235.91,21,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-base-l-version-2.0-500-80mm-12-sekciy-1764-vt-valfex/,радиатор,биметаллический,1764
https://tdstroitel.ru,11.12.2022,TDОГ-00591248,"Радиатор биметаллический Revolution Bimetall 500 2.0 500/80мм 12 секций (1920 Вт), Royal Thermo",9612.81,35,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-revolution-bimetall-500-2.0-500-80mm-12-sekciy-1920-vt-royal-thermo/,радиатор,биметаллический,1920
https://tdstroitel.ru,11.12.2022,TDОГ-00584807,"Радиатор биметаллический BASE L Version 2.0 500/80мм 6 секций (882 Вт), Valfex",3617.91,18,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-base-l-version-2.0-500-80mm-6-sekciy-882-vt-valfex/,радиатор,биметаллический,882
https://tdstroitel.ru,11.12.2022,TDОГ-00584812,"Радиатор биметаллический BASE L Version 2.0 500/80мм 8 секций (1176 Вт), Valfex",4823.91,16,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-base-l-version-2.0-500-80mm-8-sekciy-1176-vt-valfex/,радиатор,биметаллический,1176
https://tdstroitel.ru,11.12.2022,TDОГ-00591249,"Радиатор биметаллический Revolution Bimetall 500 2.0 500/80мм 10 секций (1600 Вт), Royal Thermo",8010.81,36,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-revolution-bimetall-500-2.0-500-80mm-10-sekciy-1600-vt-royal-thermo/,радиатор,биметаллический,1600
https://tdstroitel.ru,11.12.2022,TDОГ-00591251,"Радиатор биметаллический Revolution Bimetall 500 2.0 500/80мм 6 секций (960 Вт), Royal Thermo",4806.81,27,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-revolution-bimetall-500-2.0-500-80mm-6-sekciy-960-vt-royal-thermo/,радиатор,биметаллический,960
https://tdstroitel.ru,11.12.2022,TDОГ-00591250,"Радиатор биметаллический Revolution Bimetall 500 2.0 500/80мм 8 секций (1280 Вт), Royal Thermo",6408.81,28,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-revolution-bimetall-500-2.0-500-80mm-8-sekciy-1280-vt-royal-thermo/,радиатор,биметаллический,1280
https://tdstroitel.ru,11.12.2022,TDОГ-00591252,"Радиатор биметаллический Revolution Bimetall 500 2.0 500/80мм 4 секции (640 Вт), Royal Thermo",3204.81,11,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-revolution-bimetall-500-2.0-500-80mm-4-sekcii-640-vt-royal-thermo/,радиатор,биметаллический,640
https://tdstroitel.ru,11.12.2022,TDОГ-00584805,"Радиатор биметаллический BASE L Version 2.0 500/80мм 4 секции (588 Вт), Valfex",2411.91,7,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-base-l-version-2.0-500-80mm-4-sekciy-588-vt-valfex/,радиатор,биметаллический,588
https://tdstroitel.ru,11.12.2022,TDОГ-00584801,"Радиатор биметаллический BASE L Version 2.0 500/80мм 10 секций (1470 Вт), Valfex",6029.91,20,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-base-l-version-2.0-500-80mm-10-sekciy-1470-vt-valfex/,радиатор,биметаллический,1470
https://tdstroitel.ru,11.12.2022,TD562240,"Радиатор биметаллический KONNER Bimetal 200/100мм 12 секций (900 Вт), Konner",7919.9,3,https://tdstroitel.ru/vodosnabzhenie-otoplenie/radiatory/radiatory-bimetallicheskie/radiator-bimetallicheskiy-konner-bimetal-200-100mm-12-sekciy-900-vt-konner/,радиатор,биметаллический,900
